Recall	Precision
0.003844616	0.654909634
0.003848753	0.662394067
0.004379366	0.722272636
0.004383503	0.72975707
0.00438764	0.737241503
0.004394881	0.750339261
0.005391978	0.754087684
0.006391143	0.761578323
0.006890726	0.765323643
0.008873542	0.752238297
0.007385137	0.759713421
0.009864433	0.744760069
0.009849953	0.718564553
0.009843747	0.707337903
0.011836906	0.71296364
0.014825094	0.718595583
0.01582426	0.726086222
0.016825494	0.737319078
0.01782466	0.744809717
0.01882486	0.754171465
0.021313465	0.756058088
0.022803939	0.75232518
0.022799801	0.744840747
0.02279463	0.735485206
0.022790492	0.728000772
0.023284904	0.72239055
0.024781583	0.729884293
0.026278263	0.737378035
0.027773909	0.743000669
0.029264382	0.739267761
0.03125237	0.735537957
0.032740775	0.728062832
0.033730632	0.718713497
0.035218003	0.709367264
0.036210963	0.705631253
0.038701636	0.711260093
0.041190241	0.713146717
0.043183401	0.718772454
0.04368195	0.720646665
0.045170355	0.713171541
0.046657725	0.703825308
0.047649651	0.698218189
0.048639507	0.688868853
0.050128947	0.683264838
0.051615283	0.672047497
0.053601203	0.664575475
0.055088573	0.655229243
0.056081533	0.651493232
0.058571172	0.655250964
0.060565366	0.662747809
0.062558526	0.668373546
0.064054171	0.67399618
0.065543611	0.668392164
0.066534502	0.660913937
0.06752229	0.647822384
0.068014632	0.638469946
0.070004689	0.638482358
0.071495163	0.63474945
0.073481082	0.627277429
0.074474042	0.623541418
0.076460995	0.617940505
0.078450018	0.616081809
0.080440074	0.616094221
0.082432199	0.619848849
0.084418119	0.612376828
0.08540901	0.604898601
0.087893477	0.599300791
0.089885603	0.60305542
0.091875659	0.603067832
0.094366333	0.608696672
0.095863013	0.616190414
0.097357624	0.619941939
0.098350584	0.616205929
0.098844995	0.610595707
0.099834852	0.601246371
0.101325325	0.597513464
0.103314348	0.595654767
0.105802953	0.597541391
0.108789072	0.599431117
0.110779129	0.599443529
0.112766082	0.593842616
0.114253453	0.584496383
0.115741858	0.577021259
0.117728812	0.571420346
0.119221354	0.571429655
0.121211411	0.571442067
0.121705822	0.565831845
0.122696713	0.558353618
0.123687604	0.55087539
0.125176009	0.543400266
0.1261669	0.535922039
0.128151785	0.526578909
0.130138739	0.520977996
0.131626109	0.511631764
0.13311348	0.502285531
0.134603954	0.498552623
0.136094428	0.494819716
0.137583867	0.4892157
0.140071438	0.489231215
0.14255694	0.485504513
0.144049482	0.485513822
0.146036436	0.479912909
0.148022355	0.472440888
0.150008275	0.464968867
0.152989222	0.457503051
0.154975142	0.45003103
0.156462512	0.440684797
0.157951952	0.435080781
0.160934968	0.431357183
0.162926059	0.433240703
0.164418601	0.433250012
0.166904104	0.42952331
0.16988712	0.425799712
0.172370553	0.418330793
0.174359576	0.416472097
0.176846112	0.414616504
0.17933058	0.409018694
0.18281111	0.405298198
0.184801167	0.40531061
0.186289572	0.397835486
0.187281497	0.392228367
0.188769902	0.384753243
0.189759759	0.375403907
0.191249198	0.369799891
0.192241124	0.364192772
0.193731597	0.360459864
0.195718551	0.354858951
0.198204053	0.35113225
0.199692458	0.343657126
0.201181898	0.33805311
0.204165948	0.336200619
0.205157874	0.3305935
0.207144827	0.324992587
0.208135718	0.31751436
0.210620186	0.31191655
0.213104654	0.30631874
0.215589122	0.30072093
0.218074624	0.296994228
0.220560126	0.293267527
0.222548114	0.289537722
0.224536102	0.285807917
0.227021604	0.282081216
