RecallPRA	PrecPRA	RecallHoffmann	PrecHoffmann	RecallWeston	PrecWeston	RecallPerMention	PrecPerMention	RecallPerEntityPair	PrecPerEntityPair
0.018499486	0.553846154	0.028263104	0.846153846	0.029510961	0.784394945	0.027749229	0.84375	0.023638232	0.71875
0.019013361	0.560606061	0.028776978	0.848484848	0.030522766	0.788593008	0.028263104	0.846153846	0.024152107	0.723076923
0.019013361	0.552238806	0.029290853	0.850746269	0.03153457	0.793845924	0.028776978	0.848484848	0.024665982	0.727272727
0.019013361	0.544117647	0.029804728	0.852941176	0.032546374	0.799098839	0.029290853	0.850746269	0.025179856	0.731343284
0.019527235	0.550724638	0.030318602	0.855072464	0.033895447	0.80434464	0.029804728	0.852941176	0.025693731	0.735294118
0.02004111	0.557142857	0.030832477	0.857142857	0.034232715	0.791679296	0.030318602	0.855072464	0.026207605	0.739130435
0.020554985	0.563380282	0.031346351	0.85915493	0.034569983	0.781123658	0.030832477	0.857142857	0.02672148	0.742857143
0.021068859	0.569444444	0.031860226	0.861111111	0.035750422	0.784263311	0.031346351	0.85915493	0.027235355	0.746478873
0.021582734	0.575342466	0.032374101	0.863013699	0.035919056	0.778985492	0.031860226	0.861111111	0.027749229	0.75
0.021582734	0.567567568	0.032887975	0.864864865	0.037099494	0.782125145	0.032374101	0.863013699	0.028263104	0.753424658
0.022096608	0.573333333	0.03340185	0.866666667	0.037605396	0.772620801	0.032887975	0.864864865	0.028776978	0.756756757
0.022610483	0.578947368	0.033915725	0.868421053	0.038954469	0.776811749	0.032887975	0.853333333	0.029290853	0.76
0.023124358	0.584415584	0.034429599	0.87012987	0.040134907	0.782061107	0.032887975	0.842105263	0.029804728	0.763157895
0.023638232	0.58974359	0.034943474	0.871794872	0.040809444	0.775717762	0.032887975	0.831168831	0.030318602	0.766233766
0.024152107	0.594936709	0.035457348	0.873417722	0.041315346	0.768323123	0.03340185	0.833333333	0.030832477	0.769230769
0.024152107	0.5875	0.035971223	0.875	0.041652614	0.760932041	0.033915725	0.835443038	0.031346351	0.772151899
0.024152107	0.580246914	0.036485098	0.87654321	0.043001686	0.763013284	0.034429599	0.8375	0.031860226	0.775
0.024152107	0.573170732	0.036998972	0.87804878	0.04317032	0.756680613	0.034943474	0.839506173	0.032374101	0.777777778
0.024152107	0.56626506	0.037512847	0.879518072	0.044519393	0.760871561	0.035457348	0.841463415	0.032887975	0.780487805
0.024665982	0.571428571	0.038026721	0.880952381	0.045868465	0.761897951	0.035971223	0.843373494	0.03340185	0.78313253
0.024665982	0.564705882	0.038540596	0.882352941	0.046543002	0.765048278	0.036485098	0.845238095	0.033915725	0.785714286
0.024665982	0.558139535	0.038540596	0.872093023	0.04688027	0.759766901	0.036998972	0.847058824	0.034429599	0.788235294
0.024665982	0.551724138	0.038540596	0.862068966	0.047217538	0.756595228	0.036998972	0.837209302	0.034943474	0.790697674
0.024665982	0.545454545	0.038540596	0.852272727	0.047892074	0.758690702	0.036998972	0.827586207	0.035457348	0.793103448
0.024665982	0.539325843	0.038540596	0.842696629	0.04856661	0.754457062	0.036998972	0.818181818	0.035971223	0.795454545
0.025179856	0.544444444	0.038540596	0.833333333	0.049578415	0.755490569	0.036998972	0.808988764	0.036485098	0.797752809
0.025693731	0.549450549	0.038540596	0.824175824	0.050590219	0.755469223	0.037512847	0.811111111	0.036998972	0.8
0.026207605	0.554347826	0.038540596	0.815217391	0.051602024	0.757557581	0.037512847	0.802197802	0.037512847	0.802197802
0.02672148	0.559139785	0.038540596	0.806451613	0.051264755	0.748071026	0.038026721	0.804347826	0.038026721	0.804347826
0.027235355	0.563829787	0.038540596	0.79787234	0.052107926	0.746998385	0.038540596	0.806451613	0.038540596	0.806451613
0.027749229	0.568421053	0.038540596	0.789473684	0.053456998	0.749079628	0.039054471	0.808510638	0.039054471	0.808510638
0.028263104	0.572916667	0.038540596	0.78125	0.054806071	0.753270576	0.039568345	0.810526316	0.039568345	0.810526316
0.028263104	0.567010309	0.038540596	0.773195876	0.055986509	0.756410229	0.04008222	0.8125	0.04008222	0.8125
0.028776978	0.571428571	0.038540596	0.765306122	0.057335582	0.761656029	0.040596095	0.81443299	0.040596095	0.81443299
0.029290853	0.575757576	0.038540596	0.757575758	0.057504216	0.757433062	0.040596095	0.806122449	0.041109969	0.816326531
0.029290853	0.57	0.038540596	0.75	0.058347386	0.752141012	0.041109969	0.808080808	0.041623844	0.818181818
0.029804728	0.574257426	0.038540596	0.742574257	0.05851602	0.747918045	0.041623844	0.81	0.041623844	0.81
0.030318602	0.578431373	0.038540596	0.735294118	0.05851602	0.747918045	0.042137718	0.811881188	0.041623844	0.801980198
0.030832477	0.582524272	0.038540596	0.72815534	0.059021922	0.745797668	0.042651593	0.81372549	0.041623844	0.794117647
0.031346351	0.586538462	0.038540596	0.721153846	0.060370995	0.748933763	0.043165468	0.815533981	0.041623844	0.786407767
0.031860226	0.59047619	0.038540596	0.714285714	0.061551433	0.751018564	0.043679342	0.817307692	0.041623844	0.778846154
0.032374101	0.594339623	0.038540596	0.70754717	0.061551433	0.742579745	0.044193217	0.819047619	0.041623844	0.771428571
0.032374101	0.588785047	0.038540596	0.700934579	0.063237774	0.744653873	0.044707091	0.820754717	0.041623844	0.764150943
0.032374101	0.583333333	0.038540596	0.694444444	0.064080944	0.738306971	0.045220966	0.822429907	0.041623844	0.757009346
0.032887975	0.587155963	0.038540596	0.688073394	0.065430017	0.741443066	0.045734841	0.824074074	0.041623844	0.75
0.03340185	0.590909091	0.039054471	0.690909091	0.066104553	0.735099722	0.046248715	0.825688073	0.041623844	0.743119266
0.033915725	0.594594595	0.039568345	0.693693694	0.066104553	0.74353854	0.04676259	0.827272727	0.041623844	0.736363636
0.034429599	0.598214286	0.04008222	0.696428571	0.066947723	0.732972229	0.047276465	0.828828829	0.041623844	0.72972973
0.034943474	0.601769912	0.040596095	0.699115044	0.068128162	0.736111882	0.047790339	0.830357143	0.041623844	0.723214286
0.035457348	0.605263158	0.041109969	0.701754386	0.0693086	0.739251535	0.048304214	0.831858407	0.041623844	0.716814159
0.035971223	0.608695652	0.041109969	0.695652174	0.070320405	0.741339894	0.048818088	0.833333333	0.041623844	0.710526316
0.036485098	0.612068966	0.041109969	0.689655172	0.070994941	0.745545072	0.049331963	0.834782609	0.041623844	0.704347826
0.036998972	0.615384615	0.041109969	0.683760684	0.071838111	0.747636988	0.049845838	0.836206897	0.041623844	0.698275862
0.037512847	0.618644068	0.041109969	0.677966102	0.072006745	0.741304317	0.049845838	0.829059829	0.041623844	0.692307692
0.038026721	0.621848739	0.041109969	0.672268908	0.07301855	0.740228118	0.049845838	0.822033898	0.041623844	0.686440678
0.038540596	0.625	0.041623844	0.675	0.072849916	0.733902562	0.049845838	0.81512605	0.041623844	0.680672269
0.039054471	0.628099174	0.041623844	0.669421488	0.073187184	0.727566333	0.049845838	0.808333333	0.041623844	0.675
0.039568345	0.631147541	0.041623844	0.663934426	0.07386172	0.725442398	0.049845838	0.801652893	0.041623844	0.669421488
0.04008222	0.634146341	0.041623844	0.658536585	0.074536256	0.72226361	0.049845838	0.795081967	0.041623844	0.663934426
0.040596095	0.637096774	0.042137718	0.661290323	0.075210793	0.721194527	0.049845838	0.788617886	0.041623844	0.658536585
0.041109969	0.64	0.042651593	0.664	0.075885329	0.721180296	0.049845838	0.782258065	0.041623844	0.653225806
0.041623844	0.642857143	0.043165468	0.666666667	0.077065767	0.716935983	0.049845838	0.776	0.042137718	0.656
0.042137718	0.645669291	0.043679342	0.669291339	0.078077572	0.716914637	0.049845838	0.76984127	0.042137718	0.650793651
0.042651593	0.6484375	0.043679342	0.6640625	0.079089376	0.714783586	0.049845838	0.763779528	0.042651593	0.653543307
0.043165468	0.651162791	0.043679342	0.658914729	0.079595278	0.708443799	0.049845838	0.7578125	0.043165468	0.65625
0.043679342	0.653846154	0.044193217	0.661538462	0.080269815	0.707374716	0.049845838	0.751937984	0.043165468	0.651162791
0.044193217	0.65648855	0.044193217	0.65648855	0.081112985	0.704192371	0.049845838	0.746153846	0.043165468	0.646153846
0.044707091	0.659090909	0.044707091	0.659090909	0.082462057	0.702054205	0.050359712	0.748091603	0.043679342	0.648854962
0.045220966	0.661654135	0.044707091	0.654135338	0.083136594	0.702039974	0.050359712	0.742424242	0.043679342	0.643939394
0.045734841	0.664179104	0.045220966	0.656716418	0.082799325	0.695717976	0.050873587	0.744360902	0.043679342	0.639097744
0.046248715	0.666666667	0.045220966	0.651851852	0.083473862	0.692539188	0.051387461	0.746268657	0.043679342	0.634328358
0.04676259	0.669117647	0.045220966	0.647058824	0.086846543	0.673480692	0.051901336	0.748148148	0.043679342	0.62962963
0.047276465	0.671532847	0.045734841	0.649635036	0.086509275	0.681926626	0.052415211	0.75	0.044193217	0.632352941
0.047790339	0.673913043	0.046248715	0.652173913	0.088026981	0.675565493	0.052415211	0.744525547	0.044707091	0.635036496
0.048304214	0.676258993	0.046248715	0.647482014	0.089038786	0.675544147	0.052929085	0.746376812	0.045220966	0.637681159
0.048818088	0.678571429	0.046248715	0.642857143	0.09005059	0.676577653	0.05344296	0.748201439	0.045220966	0.633093525
0.049331963	0.680851064	0.04676259	0.645390071	0.090725126	0.673398866	0.053956835	0.75	0.045734841	0.635714286
0.049845838	0.683098592	0.04676259	0.64084507	0.090725126	0.668124604	0.053956835	0.744680851	0.046248715	0.638297872
0.050359712	0.685314685	0.04676259	0.636363636	0.092074199	0.664931586	0.054470709	0.746478873	0.04676259	0.64084507
0.050873587	0.6875	0.04676259	0.631944444	0.093423272	0.66279342	0.054470709	0.741258741	0.047276465	0.643356643
0.051387461	0.689655172	0.047276465	0.634482759	0.09376054	0.65645719	0.054984584	0.743055556	0.047276465	0.638888889
0.051901336	0.691780822	0.047276465	0.630136986	0.09376054	0.651182929	0.055498458	0.744827586	0.047276465	0.634482759
0.052415211	0.693877551	0.047790339	0.632653061	0.094097808	0.643791847	0.055498458	0.739726027	0.047276465	0.630136986
0.052929085	0.695945946	0.048304214	0.635135135	0.094266442	0.641678585	0.055498458	0.734693878	0.047790339	0.632653061
0.05344296	0.697986577	0.048304214	0.630872483	0.094940978	0.637444945	0.056012333	0.736486486	0.048304214	0.635135135
0.053956835	0.7	0.048818088	0.633333333	0.095784148	0.639536861	0.056526208	0.738255034	0.048818088	0.637583893
0.054470709	0.701986755	0.049331963	0.635761589	0.095952782	0.63320419	0.056526208	0.733333333	0.049331963	0.64
0.054984584	0.703947368	0.049331963	0.631578947	0.096121417	0.626871518	0.057040082	0.735099338	0.049845838	0.642384106
0.054984584	0.699346405	0.049845838	0.633986928	0.096627319	0.620531731	0.057553957	0.736842105	0.049845838	0.638157895
0.054984584	0.694805195	0.049845838	0.62987013	0.097301855	0.619462648	0.058067831	0.738562092	0.050359712	0.640522876
0.054984584	0.690322581	0.050359712	0.632258065	0.097976391	0.615229008	0.058581706	0.74025974	0.050873587	0.642857143
0.054984584	0.685897436	0.050873587	0.634615385	0.098650927	0.609940516	0.059095581	0.741935484	0.051387461	0.64516129
0.054984584	0.681528662	0.051387461	0.636942675	0.09915683	0.604655581	0.059609455	0.743589744	0.051901336	0.647435897
0.054984584	0.67721519	0.051901336	0.639240506	0.09915683	0.593052205	0.06012333	0.74522293	0.052415211	0.649681529
0.054984584	0.672955975	0.052415211	0.641509434	0.099662732	0.590931828	0.060637205	0.746835443	0.052929085	0.651898734
0.054984584	0.66875	0.052929085	0.64375			0.060637205	0.742138365	0.05344296	0.65408805
0.054984584	0.664596273	0.05344296	0.645962733			0.061151079	0.74375	0.053956835	0.65625
0.054984584	0.660493827	0.053956835	0.648148148			0.061664954	0.745341615	0.054470709	0.658385093
0.054984584	0.656441718	0.054470709	0.650306748			0.062178828	0.74691358	0.054984584	0.660493827
0.054984584	0.652439024	0.054984584	0.652439024			0.062692703	0.748466258	0.055498458	0.662576687
0.054984584	0.648484848	0.055498458	0.654545455			0.063206578	0.75	0.056012333	0.664634146
0.054984584	0.644578313	0.056012333	0.656626506			0.063720452	0.751515152	0.056526208	0.666666667
0.054984584	0.640718563	0.056526208	0.658682635			0.064234327	0.753012048	0.057040082	0.668674699
0.054984584	0.636904762	0.057040082	0.660714286			0.064234327	0.748502994	0.057553957	0.670658683
0.054984584	0.633136095	0.057553957	0.662721893			0.064234327	0.744047619	0.058067831	0.672619048
0.054984584	0.629411765	0.058067831	0.664705882			0.064234327	0.73964497	0.058581706	0.674556213
0.054984584	0.625730994	0.058581706	0.666666667			0.064234327	0.735294118	0.059095581	0.676470588
0.054984584	0.622093023	0.059095581	0.668604651			0.064234327	0.730994152	0.059609455	0.678362573
0.054984584	0.61849711	0.059095581	0.664739884			0.064234327	0.726744186	0.059609455	0.674418605
0.054984584	0.614942529	0.059095581	0.66091954			0.064234327	0.722543353	0.059609455	0.670520231
0.055498458	0.617142857	0.059095581	0.657142857			0.064234327	0.718390805	0.059609455	0.666666667
0.056012333	0.619318182	0.059095581	0.653409091			0.064234327	0.714285714	0.059609455	0.662857143
0.056526208	0.621468927	0.059095581	0.649717514			0.064234327	0.710227273	0.059609455	0.659090909
0.056526208	0.617977528	0.059095581	0.646067416			0.064234327	0.706214689	0.059609455	0.655367232
0.056526208	0.61452514	0.059609455	0.648044693			0.064234327	0.702247191	0.059609455	0.651685393
0.057040082	0.616666667	0.06012333	0.65			0.064748201	0.703910615	0.06012333	0.653631285
0.057553957	0.61878453	0.06012333	0.64640884			0.064748201	0.7	0.06012333	0.65
0.058067831	0.620879121	0.060637205	0.648351648			0.065262076	0.701657459	0.060637205	0.651933702
0.058581706	0.62295082	0.060637205	0.644808743			0.065775951	0.703296703	0.061151079	0.653846154
0.058581706	0.619565217	0.060637205	0.641304348			0.065775951	0.699453552	0.061664954	0.655737705
0.059095581	0.621621622	0.061151079	0.643243243			0.066289825	0.701086957	0.062178828	0.657608696
0.059609455	0.623655914	0.061151079	0.639784946			0.0668037	0.702702703	0.062178828	0.654054054
0.06012333	0.625668449	0.061664954	0.64171123			0.0668037	0.698924731	0.062692703	0.655913978
0.06012333	0.622340426	0.062178828	0.643617021			0.067317575	0.700534759	0.063206578	0.657754011
0.060637205	0.624338624	0.062692703	0.645502646			0.067317575	0.696808511	0.063206578	0.654255319
0.061151079	0.626315789	0.063206578	0.647368421			0.067831449	0.698412698	0.063206578	0.650793651
0.061664954	0.628272251	0.063720452	0.64921466			0.068345324	0.7	0.063720452	0.652631579
0.062178828	0.630208333	0.063720452	0.645833333			0.068859198	0.701570681	0.063720452	0.64921466
0.062692703	0.632124352	0.064234327	0.647668394			0.069373073	0.703125	0.063720452	0.645833333
0.063206578	0.634020619	0.064748201	0.649484536			0.069886948	0.704663212	0.064234327	0.647668394
0.063720452	0.635897436	0.065262076	0.651282051			0.070400822	0.706185567	0.064748201	0.649484536
0.064234327	0.637755102	0.065262076	0.647959184			0.070400822	0.702564103	0.064748201	0.646153846
0.064748201	0.639593909	0.065775951	0.649746193			0.070914697	0.704081633	0.065262076	0.647959184
0.065262076	0.641414141	0.066289825	0.651515152			0.070914697	0.700507614	0.065262076	0.644670051
0.065775951	0.64321608	0.0668037	0.653266332			0.070914697	0.696969697	0.065775951	0.646464646
0.066289825	0.645	0.0668037	0.65			0.071428571	0.698492462	0.065775951	0.64321608
0.0668037	0.646766169	0.067317575	0.651741294			0.071942446	0.7	0.066289825	0.645
0.067317575	0.648514851	0.067317575	0.648514851			0.072456321	0.701492537	0.066289825	0.641791045
0.067317575	0.645320197	0.067317575	0.645320197			0.072970195	0.702970297	0.0668037	0.643564356
0.067317575	0.642156863	0.067831449	0.647058824			0.07348407	0.704433498	0.0668037	0.640394089
0.067317575	0.63902439	0.068345324	0.648780488			0.073997945	0.705882353	0.0668037	0.637254902
0.067317575	0.63592233	0.068345324	0.645631068			0.073997945	0.702439024	0.0668037	0.634146341
0.067317575	0.632850242	0.068859198	0.647342995			0.073997945	0.699029126	0.067317575	0.63592233
0.067317575	0.629807692	0.069373073	0.649038462			0.074511819	0.700483092	0.067317575	0.632850242
0.067831449	0.631578947	0.069373073	0.645933014			0.075025694	0.701923077	0.067317575	0.629807692
0.068345324	0.633333333	0.069886948	0.647619048			0.075539568	0.703349282	0.067317575	0.626794258
0.068859198	0.63507109	0.069886948	0.644549763			0.076053443	0.704761905	0.067317575	0.623809524
0.069373073	0.636792453	0.069886948	0.641509434			0.076567318	0.706161137	0.067317575	0.620853081
0.069373073	0.633802817	0.069886948	0.638497653			0.076567318	0.702830189	0.067831449	0.622641509
0.069886948	0.635514019	0.069886948	0.635514019			0.076567318	0.699530516	0.067831449	0.61971831
0.069886948	0.63255814	0.070400822	0.637209302			0.077081192	0.700934579	0.068345324	0.621495327
0.070400822	0.634259259	0.070400822	0.634259259			0.077081192	0.697674419	0.068859198	0.623255814
0.070914697	0.6359447	0.070914697	0.6359447			0.077081192	0.694444444	0.068859198	0.62037037
0.071428571	0.637614679	0.071428571	0.637614679			0.077595067	0.695852535	0.069373073	0.622119816
0.071942446	0.639269406	0.071428571	0.634703196			0.078108941	0.697247706	0.069886948	0.623853211
0.072456321	0.640909091	0.071428571	0.631818182			0.078622816	0.698630137	0.069886948	0.621004566
0.072970195	0.642533937	0.071942446	0.633484163			0.079136691	0.7	0.069886948	0.618181818
0.07348407	0.644144144	0.071942446	0.630630631			0.079650565	0.701357466	0.070400822	0.619909502
0.073997945	0.64573991	0.072456321	0.632286996			0.08016444	0.702702703	0.070914697	0.621621622
0.074511819	0.647321429	0.072970195	0.633928571			0.080678314	0.704035874	0.071428571	0.623318386
0.075025694	0.648888889	0.07348407	0.635555556			0.081192189	0.705357143	0.071428571	0.620535714
0.075539568	0.650442478	0.073997945	0.637168142			0.081706064	0.706666667	0.071428571	0.617777778
0.076053443	0.651982379	0.074511819	0.63876652			0.081706064	0.703539823	0.071428571	0.615044248
0.076567318	0.653508772	0.074511819	0.635964912			0.082219938	0.704845815	0.071942446	0.616740088
0.077081192	0.655021834	0.075025694	0.637554585			0.082219938	0.701754386	0.071942446	0.614035088
0.077595067	0.656521739	0.075539568	0.639130435			0.082219938	0.698689956	0.072456321	0.615720524
0.078108941	0.658008658	0.075539568	0.636363636			0.082733813	0.7	0.072456321	0.613043478
0.078622816	0.659482759	0.075539568	0.63362069			0.083247688	0.701298701	0.072456321	0.61038961
0.079136691	0.660944206	0.075539568	0.630901288			0.083761562	0.702586207	0.072970195	0.612068966
0.079650565	0.662393162	0.075539568	0.628205128			0.084275437	0.703862661	0.072970195	0.60944206
0.08016444	0.663829787	0.076053443	0.629787234			0.084789311	0.705128205	0.07348407	0.611111111
0.080678314	0.665254237	0.076567318	0.631355932			0.085303186	0.706382979	0.07348407	0.608510638
0.080678314	0.662447257	0.077081192	0.632911392			0.085817061	0.707627119	0.073997945	0.610169492
0.080678314	0.659663866	0.077081192	0.630252101			0.085817061	0.70464135	0.073997945	0.607594937
0.080678314	0.656903766	0.077595067	0.631799163			0.086330935	0.705882353	0.073997945	0.605042017
0.080678314	0.654166667	0.078108941	0.633333333			0.086330935	0.70292887	0.074511819	0.606694561
0.080678314	0.651452282	0.078108941	0.630705394			0.08684481	0.704166667	0.075025694	0.608333333
0.080678314	0.648760331	0.078108941	0.628099174			0.087358684	0.705394191	0.075539568	0.609958506
0.080678314	0.646090535	0.078108941	0.625514403			0.087872559	0.70661157	0.076053443	0.611570248
0.080678314	0.643442623	0.078622816	0.62704918			0.087872559	0.703703704	0.076567318	0.613168724
0.080678314	0.640816327	0.079136691	0.628571429			0.087872559	0.700819672	0.076567318	0.610655738
0.081192189	0.642276423	0.079650565	0.630081301			0.087872559	0.697959184	0.077081192	0.612244898
0.081192189	0.639676113	0.08016444	0.631578947			0.087872559	0.695121951	0.077595067	0.613821138
0.081192189	0.637096774	0.080678314	0.633064516			0.088386434	0.696356275	0.077595067	0.611336032
0.081192189	0.634538153	0.081192189	0.634538153			0.088386434	0.693548387	0.077595067	0.608870968
0.081706064	0.636	0.081706064	0.636			0.088900308	0.694779116	0.077595067	0.606425703
0.082219938	0.637450199	0.082219938	0.637450199			0.089414183	0.696	0.077595067	0.604
0.082733813	0.638888889	0.082733813	0.638888889			0.089414183	0.693227092	0.078108941	0.605577689
