RecallPRA	PrecPRA	RecallHoffmann	PrecHoffmann	RecallWeston	PrecWeston	RecallPerMention	PrecPerMention	RecallPerEntityPair	PrecPerEntityPair
0.179856115	0.517751479	0.144398767	0.415680473			0.202466598	0.583703704	0.149537513	0.431111111
0.179856115	0.516986706	0.144398767	0.41506647			0.202466598	0.582840237	0.149537513	0.430473373
0.179856115	0.516224189	0.144912641	0.415929204			0.202466598	0.581979321	0.149537513	0.429837518
0.179856115	0.515463918	0.144912641	0.415316642			0.202980473	0.58259587	0.149537513	0.42920354
0.179856115	0.514705882	0.144912641	0.414705882			0.203494347	0.583210604	0.149537513	0.428571429
0.179856115	0.513950073	0.144912641	0.414096916			0.203494347	0.582352941	0.149537513	0.427941176
0.179856115	0.513196481	0.144912641	0.413489736			0.203494347	0.581497797	0.150051387	0.428781204
0.179856115	0.512445095	0.145426516	0.414348463			0.204008222	0.582111437	0.150051387	0.428152493
0.179856115	0.511695906	0.145426516	0.41374269			0.204522097	0.58272328	0.150565262	0.428989751
0.179856115	0.510948905	0.145426516	0.413138686			0.204522097	0.581871345	0.151079137	0.429824561
0.18036999	0.511661808	0.145426516	0.412536443			0.204522097	0.581021898	0.151593011	0.430656934
0.18036999	0.510917031	0.145426516	0.411935953			0.204522097	0.580174927	0.152106886	0.43148688
0.18036999	0.510174419	0.145940391	0.412790698			0.204522097	0.579330422	0.152106886	0.430858806
0.180883864	0.510885341	0.145940391	0.412191582			0.205035971	0.57994186	0.152106886	0.430232558
0.180883864	0.510144928	0.145940391	0.411594203			0.205549846	0.580551524	0.152106886	0.429608128
0.181397739	0.510853835	0.146454265	0.412445731			0.20606372	0.58115942	0.152106886	0.428985507
0.181397739	0.510115607	0.14696814	0.413294798			0.206577595	0.581765557	0.152106886	0.428364689
0.181397739	0.509379509	0.147482014	0.414141414			0.20709147	0.582369942	0.152106886	0.427745665
0.181911614	0.510086455	0.147995889	0.414985591			0.20709147	0.581529582	0.152620761	0.428571429
0.181911614	0.509352518	0.147995889	0.414388489			0.20709147	0.580691643	0.152620761	0.42795389
0.182425488	0.510057471	0.147995889	0.413793103			0.20709147	0.579856115	0.152620761	0.427338129
0.182425488	0.509325681	0.148509764	0.414634146			0.20709147	0.579022989	0.152620761	0.426724138
0.182939363	0.510028653	0.148509764	0.414040115			0.20709147	0.578192253	0.153134635	0.427546628
0.183453237	0.510729614	0.149023638	0.414878398			0.207605344	0.578796562	0.153134635	0.426934097
0.183453237	0.51	0.149023638	0.414285714			0.207605344	0.577968526	0.153134635	0.426323319
0.183453237	0.509272468	0.149023638	0.413694722			0.207605344	0.577142857	0.15364851	0.427142857
0.183453237	0.508547009	0.149023638	0.413105413			0.207605344	0.576319544	0.15364851	0.426533524
0.183453237	0.507823613	0.149023638	0.412517781			0.207605344	0.575498575	0.15364851	0.425925926
0.183967112	0.508522727	0.149023638	0.411931818			0.207605344	0.574679943	0.15364851	0.425320057
0.183967112	0.507801418	0.149023638	0.411347518			0.208119219	0.575284091	0.15364851	0.424715909
0.183967112	0.507082153	0.149023638	0.410764873			0.208633094	0.575886525	0.154162384	0.425531915
0.183967112	0.506364922	0.149537513	0.411598303			0.208633094	0.575070822	0.154676259	0.426345609
0.184480987	0.507062147	0.149537513	0.411016949			0.209146968	0.575671853	0.154676259	0.425742574
0.184480987	0.506346968	0.150051387	0.411847673			0.209660843	0.576271186	0.154676259	0.425141243
0.184994861	0.507042254	0.150051387	0.411267606			0.209660843	0.575458392	0.154676259	0.424541608
0.184994861	0.506329114	0.150051387	0.41068917			0.209660843	0.574647887	0.154676259	0.423943662
0.184994861	0.505617978	0.150051387	0.41011236			0.210174717	0.575246132	0.154676259	0.423347398
0.185508736	0.50631136	0.150565262	0.410939691			0.210174717	0.574438202	0.154676259	0.422752809
0.185508736	0.505602241	0.150565262	0.410364146			0.210174717	0.573632539	0.154676259	0.422159888
0.18602261	0.506293706	0.151079137	0.411188811			0.210688592	0.574229692	0.154676259	0.421568627
0.186536485	0.50698324	0.151079137	0.410614525			0.210688592	0.573426573	0.155190134	0.422377622
0.18705036	0.507670851	0.151079137	0.410041841			0.210688592	0.572625698	0.155190134	0.421787709
0.18705036	0.506963788	0.151593011	0.41086351			0.210688592	0.571827057	0.155704008	0.422594142
0.18705036	0.506258693	0.151593011	0.410292072			0.211202467	0.572423398	0.155704008	0.422005571
0.18705036	0.505555556	0.151593011	0.409722222			0.211716341	0.573018081	0.156217883	0.422809458
0.187564234	0.506241331	0.151593011	0.409153953			0.211716341	0.572222222	0.156217883	0.422222222
0.188078109	0.506925208	0.151593011	0.408587258			0.212230216	0.572815534	0.156217883	0.421636616
0.188078109	0.506224066	0.151593011	0.40802213			0.21274409	0.573407202	0.156731757	0.422437673
0.188078109	0.505524862	0.151593011	0.407458564			0.21274409	0.572614108	0.156731757	0.421853389
0.188078109	0.504827586	0.152106886	0.408275862			0.21274409	0.571823204	0.156731757	0.421270718
0.188078109	0.504132231	0.152106886	0.407713499			0.21274409	0.571034483	0.156731757	0.420689655
0.188591984	0.504814305	0.152620761	0.408528198			0.21274409	0.570247934	0.156731757	0.420110193
0.188591984	0.504120879	0.153134635	0.409340659			0.213257965	0.570839065	0.156731757	0.419532325
0.189105858	0.504801097	0.15364851	0.410150892			0.21377184	0.571428571	0.156731757	0.418956044
0.189105858	0.504109589	0.15364851	0.409589041			0.214285714	0.572016461	0.156731757	0.418381344
0.189105858	0.503419973	0.154162384	0.410396717			0.214799589	0.57260274	0.157245632	0.419178082
0.189105858	0.50273224	0.154162384	0.409836066			0.214799589	0.571819425	0.157759507	0.41997264
0.189619733	0.503410641	0.154162384	0.409276944			0.215313464	0.572404372	0.157759507	0.419398907
0.189619733	0.502724796	0.154676259	0.410081744			0.215313464	0.571623465	0.157759507	0.418826739
0.189619733	0.502040816	0.155190134	0.410884354			0.215313464	0.570844687	0.157759507	0.418256131
0.190133607	0.502717391	0.155704008	0.411684783			0.215827338	0.571428571	0.157759507	0.417687075
0.190647482	0.50339213	0.156217883	0.412483039			0.215827338	0.570652174	0.157759507	0.417119565
0.190647482	0.502710027	0.156217883	0.411924119			0.215827338	0.569877883	0.158273381	0.417910448
0.190647482	0.50202977	0.156217883	0.411366712			0.215827338	0.569105691	0.158787256	0.418699187
0.190647482	0.501351351	0.156217883	0.410810811			0.215827338	0.568335589	0.159301131	0.419485792
0.191161357	0.502024291	0.156217883	0.41025641			0.216341213	0.568918919	0.159815005	0.42027027
0.191161357	0.501347709	0.156217883	0.409703504			0.216855087	0.569500675	0.16032888	0.421052632
0.191161357	0.500672948	0.156217883	0.409152086			0.216855087	0.568733154	0.160842754	0.421832884
0.191161357	0.5	0.156217883	0.408602151			0.216855087	0.567967699	0.161356629	0.422611036
0.191161357	0.499328859	0.156217883	0.408053691			0.217368962	0.568548387	0.161870504	0.423387097
0.191675231	0.5	0.156217883	0.407506702			0.217368962	0.567785235	0.161870504	0.422818792
0.192189106	0.500669344	0.156217883	0.406961178			0.217368962	0.567024129	0.162384378	0.423592493
0.192189106	0.5	0.156731757	0.407754011			0.217882837	0.567603748	0.162384378	0.423025435
0.192189106	0.499332443	0.156731757	0.407209613			0.217882837	0.56684492	0.162898253	0.423796791
0.19270298	0.5	0.157245632	0.408			0.217882837	0.566088117	0.163412127	0.424566088
0.193216855	0.500665779	0.157245632	0.407456724			0.218396711	0.566666667	0.163412127	0.424
0.19373073	0.501329787	0.157245632	0.406914894			0.218396711	0.565912117	0.163412127	0.423435419
0.19373073	0.500664011	0.157245632	0.406374502			0.218396711	0.565159574	0.163412127	0.42287234
0.19373073	0.5	0.157245632	0.405835544			0.218396711	0.564409031	0.163926002	0.423638778
0.19373073	0.499337748	0.157245632	0.405298013			0.218910586	0.564986737	0.164439877	0.424403183
0.194244604	0.5	0.157245632	0.404761905			0.21942446	0.565562914	0.164439877	0.42384106
0.194244604	0.499339498	0.157759507	0.405548217			0.219938335	0.566137566	0.164439877	0.423280423
0.194758479	0.5	0.157759507	0.405013193			0.22045221	0.5667107	0.164439877	0.422721268
0.195272354	0.500658762	0.157759507	0.404479578			0.22045221	0.565963061	0.164439877	0.422163588
0.195272354	0.5	0.158273381	0.405263158			0.220966084	0.566534914	0.164953751	0.422924901
0.195272354	0.49934297	0.158273381	0.404730618			0.221479959	0.567105263	0.164953751	0.422368421
0.195786228	0.5	0.158273381	0.404199475			0.221479959	0.566360053	0.165467626	0.423127464
0.196300103	0.500655308	0.158273381	0.403669725			0.221993834	0.566929134	0.165467626	0.422572178
0.196813977	0.501308901	0.158787256	0.404450262			0.221993834	0.566186107	0.165467626	0.422018349
0.197327852	0.501960784	0.158787256	0.403921569			0.221993834	0.565445026	0.165981501	0.422774869
0.197841727	0.502610966	0.159301131	0.404699739			0.221993834	0.564705882	0.165981501	0.422222222
0.198355601	0.503259452	0.159301131	0.404172099			0.222507708	0.565274151	0.166495375	0.422976501
0.198869476	0.50390625	0.159301131	0.403645833			0.222507708	0.564537158	0.166495375	0.422425033
0.198869476	0.503250975	0.159301131	0.403120936			0.223021583	0.565104167	0.166495375	0.421875
0.198869476	0.502597403	0.159301131	0.402597403			0.223021583	0.564369311	0.166495375	0.421326398
0.19938335	0.503242542	0.159815005	0.403372244			0.223535457	0.564935065	0.16700925	0.422077922
0.199897225	0.50388601	0.16032888	0.404145078			0.224049332	0.565499351	0.167523124	0.422827497
0.2004111	0.504527814	0.16032888	0.403622251			0.224049332	0.564766839	0.168036999	0.42357513
0.2004111	0.503875969	0.16032888	0.403100775			0.224563207	0.565329884	0.168036999	0.423027167
0.200924974	0.504516129	0.16032888	0.402580645			0.224563207	0.564599483	0.168550874	0.42377261
0.200924974	0.503865979	0.160842754	0.403350515			0.225077081	0.56516129	0.168550874	0.423225806
0.200924974	0.503217503	0.161356629	0.404118404			0.225590956	0.565721649	0.168550874	0.422680412
0.200924974	0.502570694	0.161356629	0.403598972			0.225590956	0.564993565	0.168550874	0.422136422
0.200924974	0.501925546	0.161356629	0.403080873			0.22610483	0.565552699	0.168550874	0.42159383
0.201438849	0.502564103	0.161356629	0.402564103			0.226618705	0.566110398	0.168550874	0.421052632
0.201952724	0.503201024	0.161870504	0.403329065			0.226618705	0.565384615	0.169064748	0.421794872
0.202466598	0.503836317	0.161870504	0.402813299			0.226618705	0.564660691	0.169578623	0.422535211
0.202980473	0.504469987	0.162384378	0.40357599			0.22713258	0.565217391	0.170092497	0.423273657
0.202980473	0.503826531	0.162384378	0.403061224			0.227646454	0.565772669	0.170092497	0.422733078
0.202980473	0.503184713	0.162898253	0.403821656			0.227646454	0.56505102	0.170092497	0.422193878
0.202980473	0.502544529	0.163412127	0.404580153			0.228160329	0.565605096	0.170092497	0.421656051
0.202980473	0.501905972	0.163412127	0.404066074			0.228674203	0.566157761	0.170606372	0.422391858
0.202980473	0.501269036	0.163412127	0.403553299			0.229188078	0.566709022	0.170606372	0.421855146
0.203494347	0.501901141	0.163412127	0.403041825			0.229188078	0.565989848	0.171120247	0.422588832
0.203494347	0.501265823	0.163412127	0.402531646			0.229188078	0.565272497	0.171634121	0.423320659
0.204008222	0.501896334	0.163926002	0.403286979			0.229701953	0.565822785	0.172147996	0.424050633
0.204522097	0.502525253	0.163926002	0.402777778			0.229701953	0.565107459	0.172661871	0.424778761
0.204522097	0.501891551	0.163926002	0.402269861			0.229701953	0.564393939	0.172661871	0.424242424
0.204522097	0.501259446	0.164439877	0.40302267			0.230215827	0.564943253	0.173175745	0.424968474
0.204522097	0.500628931	0.164439877	0.402515723			0.230215827	0.564231738	0.173175745	0.424433249
0.205035971	0.501256281	0.164953751	0.403266332			0.230729702	0.564779874	0.173175745	0.423899371
0.205549846	0.501882058	0.164953751	0.402760351			0.230729702	0.564070352	0.173175745	0.423366834
0.205549846	0.501253133	0.164953751	0.402255639			0.231243577	0.564617315	0.173175745	0.422835634
0.20606372	0.501877347	0.164953751	0.40175219			0.231757451	0.565162907	0.173175745	0.422305764
0.206577595	0.5025	0.164953751	0.40125			0.232271326	0.565707134	0.17368962	0.423028786
0.206577595	0.501872659	0.164953751	0.400749064			0.2327852	0.56625	0.17368962	0.4225
0.206577595	0.501246883	0.165467626	0.401496259			0.2327852	0.565543071	0.174203494	0.423220974
0.20709147	0.501867995	0.165981501	0.402241594			0.2327852	0.564837905	0.174203494	0.422693267
0.20709147	0.501243781	0.165981501	0.401741294			0.2327852	0.564134496	0.174203494	0.422166874
0.20709147	0.500621118	0.165981501	0.401242236			0.2327852	0.563432836	0.174717369	0.422885572
0.207605344	0.501240695	0.165981501	0.400744417			0.2327852	0.562732919	0.175231244	0.423602484
0.208119219	0.501858736	0.165981501	0.400247831			0.233299075	0.563275434	0.175231244	0.423076923
0.208633094	0.502475248	0.165981501	0.399752475			0.23381295	0.563816605	0.175231244	0.422552664
0.209146968	0.503090235	0.165981501	0.399258344			0.234326824	0.564356436	0.175745118	0.423267327
0.209146968	0.502469136	0.165981501	0.398765432			0.234326824	0.563658838	0.175745118	0.422744129
0.209660843	0.503082614	0.165981501	0.398273736			0.234326824	0.562962963	0.175745118	0.422222222
0.209660843	0.502463054	0.165981501	0.397783251			0.234326824	0.562268804	0.175745118	0.421701603
0.210174717	0.503075031	0.165981501	0.397293973			0.234840699	0.562807882	0.176258993	0.422413793
0.210174717	0.502457002	0.165981501	0.396805897			0.235354573	0.563345633	0.176258993	0.421894219
0.210688592	0.503067485	0.165981501	0.396319018			0.235354573	0.562653563	0.176772867	0.422604423
0.211202467	0.503676471	0.166495375	0.397058824			0.235354573	0.56196319	0.177286742	0.423312883
0.211716341	0.504283966	0.16700925	0.397796818			0.235868448	0.5625	0.177286742	0.422794118
0.211716341	0.503667482	0.16700925	0.397310513			0.236382323	0.563035496	0.177286742	0.422276622
0.211716341	0.503052503	0.167523124	0.398046398			0.236382323	0.562347188	0.177286742	0.421760391
0.212230216	0.503658537	0.167523124	0.397560976			0.236382323	0.561660562	0.177286742	0.421245421
0.21274409	0.504263094	0.168036999	0.398294762			0.236896197	0.562195122	0.177286742	0.420731707
0.213257965	0.50486618	0.168036999	0.397810219			0.237410072	0.56272838	0.177800617	0.421437272
0.21377184	0.505467801	0.168036999	0.397326853			0.237410072	0.562043796	0.177800617	0.420924574
0.21377184	0.504854369	0.168036999	0.39684466			0.237923947	0.562575942	0.177800617	0.420413123
0.21377184	0.504242424	0.168036999	0.396363636			0.238437821	0.563106796	0.177800617	0.419902913
0.214285714	0.504842615	0.168036999	0.395883777			0.238437821	0.562424242	0.177800617	0.419393939
0.214799589	0.505441354	0.168036999	0.395405079			0.238437821	0.561743341	0.177800617	0.418886199
0.214799589	0.504830918	0.168036999	0.394927536			0.238437821	0.561064087	0.177800617	0.418379686
0.214799589	0.504221954	0.168036999	0.394451146			0.238437821	0.560386473	0.177800617	0.417874396
0.214799589	0.503614458	0.168550874	0.395180723			0.238437821	0.559710495	0.177800617	0.417370326
0.215313464	0.504211793	0.168550874	0.394705174			0.238437821	0.559036145	0.177800617	0.41686747
0.215313464	0.503605769	0.168550874	0.394230769			0.238437821	0.558363418	0.177800617	0.416365824
0.215827338	0.504201681	0.168550874	0.393757503			0.238437821	0.557692308	0.177800617	0.415865385
0.215827338	0.503597122	0.168550874	0.393285372			0.238437821	0.557022809	0.177800617	0.415366146
0.215827338	0.502994012	0.168550874	0.392814371			0.238437821	0.556354916	0.177800617	0.414868106
0.215827338	0.502392344	0.168550874	0.392344498			0.238437821	0.555688623	0.177800617	0.414371257
0.216341213	0.502986858	0.169064748	0.39307049			0.238951696	0.556220096	0.177800617	0.413875598
0.216341213	0.502386635	0.169578623	0.393794749			0.238951696	0.555555556	0.177800617	0.413381123
0.216341213	0.501787843	0.170092497	0.394517282			0.23946557	0.556085919	0.177800617	0.412887828
0.216341213	0.501190476	0.170092497	0.394047619			0.23946557	0.555423123	0.177800617	0.412395709
0.216855087	0.501783591	0.170606372	0.394768133			0.239979445	0.555952381	0.177800617	0.411904762
0.216855087	0.501187648	0.170606372	0.394299287			0.239979445	0.55529132	0.177800617	0.411414982
0.217368962	0.501779359	0.171120247	0.395017794			0.239979445	0.554631829	0.177800617	0.410926366
0.217368962	0.501184834	0.171120247	0.394549763			0.239979445	0.553973903	0.177800617	0.410438909
0.217368962	0.500591716	0.171120247	0.39408284			0.239979445	0.553317536	0.177800617	0.409952607
0.217368962	0.5	0.171634121	0.394799054			0.24049332	0.553846154	0.177800617	0.409467456
0.217368962	0.499409681	0.171634121	0.39433294			0.24049332	0.553191489	0.177800617	0.408983452
0.217368962	0.498820755	0.171634121	0.393867925			0.241007194	0.553719008	0.177800617	0.40850059
0.217368962	0.498233216	0.171634121	0.393404005			0.241007194	0.553066038	0.177800617	0.408018868
0.217882837	0.498823529	0.172147996	0.394117647			0.241521069	0.553592462	0.177800617	0.40753828
0.218396711	0.499412456	0.172661871	0.394829612			0.242034943	0.554117647	0.177800617	0.407058824
0.218910586	0.5	0.173175745	0.395539906			0.242034943	0.55346651	0.177800617	0.406580494
0.21942446	0.500586166	0.173175745	0.395076202			0.242034943	0.552816901	0.177800617	0.406103286
0.219938335	0.50117096	0.173175745	0.394613583			0.242548818	0.553341149	0.177800617	0.405627198
0.219938335	0.500584795	0.173175745	0.394152047			0.243062693	0.553864169	0.177800617	0.405152225
0.219938335	0.5	0.173175745	0.393691589			0.243062693	0.553216374	0.177800617	0.404678363
0.219938335	0.499416569	0.173175745	0.393232205			0.243062693	0.552570093	0.177800617	0.404205607
0.22045221	0.5	0.173175745	0.392773893			0.243062693	0.551925321	0.177800617	0.403733956
0.220966084	0.500582072	0.17368962	0.393480792			0.243062693	0.551282051	0.178314491	0.404428904
0.220966084	0.5	0.174203494	0.394186047			0.243062693	0.550640279	0.178828366	0.405122235
0.220966084	0.49941928	0.174203494	0.393728223			0.243062693	0.55	0.178828366	0.404651163
0.221479959	0.5	0.174203494	0.393271462			0.243062693	0.549361208	0.17934224	0.405342625
0.221993834	0.500579374	0.174203494	0.392815759			0.243062693	0.548723898	0.17934224	0.40487239
0.221993834	0.5	0.174717369	0.393518519			0.243576567	0.549246813	0.17934224	0.404403244
0.221993834	0.499421965	0.174717369	0.393063584			0.243576567	0.548611111	0.17934224	0.403935185
0.222507708	0.5	0.174717369	0.3926097			0.243576567	0.547976879	0.17934224	0.403468208
0.222507708	0.499423299	0.175231244	0.393310265			0.243576567	0.547344111	0.17934224	0.403002309
0.222507708	0.498847926	0.175231244	0.392857143			0.243576567	0.546712803	0.17934224	0.402537486
0.223021583	0.499424626	0.175231244	0.392405063			0.243576567	0.546082949	0.17934224	0.402073733
0.223535457	0.5	0.175231244	0.391954023			0.243576567	0.545454545	0.17934224	0.401611047
0.224049332	0.500574053	0.175231244	0.391504018			0.243576567	0.544827586	0.17934224	0.401149425
0.224563207	0.501146789	0.175231244	0.391055046			0.244090442	0.545350172	0.179856115	0.401836969
0.225077081	0.501718213	0.175745118	0.391752577			0.244090442	0.544724771	0.179856115	0.401376147
0.225590956	0.50228833	0.175745118	0.391304348			0.244090442	0.544100802	0.179856115	0.40091638
0.22610483	0.502857143	0.175745118	0.390857143			0.244604317	0.544622426	0.179856115	0.400457666
0.226618705	0.503424658	0.175745118	0.390410959			0.244604317	0.544	0.179856115	0.4
0.22713258	0.503990878	0.175745118	0.389965792			0.244604317	0.543378995	0.18036999	0.400684932
0.227646454	0.504555809	0.175745118	0.38952164			0.244604317	0.542759407	0.18036999	0.40022805
0.228160329	0.505119454	0.175745118	0.389078498			0.244604317	0.54214123	0.18036999	0.39977221
0.228674203	0.505681818	0.175745118	0.388636364			0.244604317	0.54152446	0.180883864	0.400455063
0.229188078	0.506242906	0.175745118	0.388195233			0.244604317	0.540909091	0.181397739	0.401136364
0.229701953	0.506802721	0.175745118	0.387755102			0.244604317	0.540295119	0.181911614	0.401816118
0.230215827	0.507361268	0.175745118	0.387315968			0.244604317	0.53968254	0.182425488	0.402494331
0.230215827	0.50678733	0.175745118	0.386877828			0.245118191	0.540203851	0.182939363	0.403171008
0.230729702	0.507344633	0.176258993	0.387570621			0.245632066	0.540723982	0.183453237	0.403846154
0.230729702	0.506772009	0.176258993	0.387133183			0.24614594	0.541242938	0.183453237	0.403389831
0.231243577	0.507328072	0.176258993	0.386696731			0.246659815	0.541760722	0.183453237	0.402934537
0.231757451	0.507882883	0.176258993	0.386261261			0.246659815	0.541149944	0.183967112	0.403607666
0.232271326	0.508436445	0.176258993	0.385826772			0.24717369	0.541666667	0.183967112	0.403153153
0.232271326	0.507865169	0.176258993	0.385393258			0.24717369	0.541057368	0.184480987	0.403824522
0.2327852	0.508417508	0.176258993	0.384960718			0.24717369	0.540449438	0.184994861	0.404494382
0.2327852	0.507847534	0.176772867	0.385650224			0.24717369	0.539842873	0.184994861	0.404040404
0.233299075	0.508398656	0.176772867	0.385218365			0.24717369	0.539237668	0.184994861	0.403587444
0.23381295	0.508948546	0.176772867	0.384787472			0.24717369	0.538633819	0.184994861	0.403135498
0.234326824	0.509497207	0.176772867	0.384357542			0.247687564	0.539149888	0.184994861	0.402684564
0.234326824	0.508928571	0.177286742	0.385044643			0.248201439	0.539664804	0.185508736	0.403351955
0.234840699	0.509476031	0.177286742	0.384615385			0.248715313	0.540178571	0.185508736	0.402901786
0.234840699	0.508908686	0.177286742	0.384187082			0.248715313	0.539576366	0.185508736	0.40245262
0.235354573	0.50945495	0.177800617	0.38487208			0.248715313	0.538975501	0.18602261	0.40311804
0.235354573	0.508888889	0.177800617	0.384444444			0.249229188	0.53948832	0.18602261	0.402669633
0.235354573	0.508324084	0.177800617	0.384017758			0.249743063	0.54	0.186536485	0.403333333
0.235354573	0.507760532	0.177800617	0.383592018			0.250256937	0.540510544	0.18705036	0.40399556
0.235868448	0.508305648	0.178314491	0.38427464			0.250256937	0.539911308	0.18705036	0.403547672
0.235868448	0.507743363	0.178314491	0.383849558			0.250770812	0.540420819	0.18705036	0.403100775
0.235868448	0.50718232	0.178314491	0.383425414			0.250770812	0.539823009	0.18705036	0.402654867
0.235868448	0.506622517	0.178314491	0.383002208			0.250770812	0.539226519	0.18705036	0.402209945
0.235868448	0.506063947	0.178314491	0.382579934			0.250770812	0.538631347	0.18705036	0.401766004
0.235868448	0.505506608	0.178314491	0.38215859			0.251284687	0.539140022	0.18705036	0.401323043
0.236382323	0.506050605	0.178828366	0.382838284			0.251284687	0.538546256	0.187564234	0.401982379
0.236896197	0.506593407	0.17934224	0.383516484			0.251284687	0.537953795	0.187564234	0.401540154
0.236896197	0.506037322	0.17934224	0.383095499			0.251284687	0.537362637	0.187564234	0.401098901
0.236896197	0.505482456	0.179856115	0.38377193			0.251284687	0.536772777	0.188078109	0.401756312
0.236896197	0.504928806	0.18036999	0.384446878			0.251284687	0.536184211	0.188078109	0.401315789
0.236896197	0.504376368	0.18036999	0.384026258			0.251284687	0.535596933	0.188591984	0.401971522
0.236896197	0.503825137	0.18036999	0.383606557			0.251284687	0.535010941	0.188591984	0.401531729
0.236896197	0.503275109	0.18036999	0.383187773			0.251284687	0.53442623	0.188591984	0.401092896
0.236896197	0.502726281	0.18036999	0.382769902			0.251798561	0.534934498	0.188591984	0.400655022
0.236896197	0.502178649	0.18036999	0.382352941			0.251798561	0.534351145	0.188591984	0.400218103
0.236896197	0.501632209	0.18036999	0.381936888			0.252312436	0.534858388	0.188591984	0.399782135
0.236896197	0.501086957	0.18036999	0.381521739			0.252312436	0.534276387	0.188591984	0.399347116
0.237410072	0.501628664	0.18036999	0.381107492			0.252312436	0.533695652	0.188591984	0.398913043
0.237410072	0.501084599	0.180883864	0.381778742			0.252312436	0.533116178	0.188591984	0.398479913
0.237410072	0.500541712	0.180883864	0.381365114			0.252312436	0.532537961	0.188591984	0.398047722
0.237923947	0.501082251	0.181397739	0.382034632			0.252312436	0.531960997	0.188591984	0.397616468
0.237923947	0.500540541	0.181911614	0.382702703			0.252312436	0.531385281	0.188591984	0.397186147
0.237923947	0.5	0.181911614	0.382289417			0.252312436	0.530810811	0.188591984	0.396756757
0.237923947	0.499460626	0.181911614	0.381877023			0.252312436	0.530237581	0.189105858	0.397408207
0.237923947	0.498922414	0.181911614	0.381465517			0.25282631	0.530744337	0.189619733	0.398058252
0.237923947	0.498385361	0.182425488	0.382131324			0.253340185	0.53125	0.189619733	0.39762931
0.238437821	0.498924731	0.182425488	0.38172043			0.25385406	0.531754575	0.189619733	0.397201292
0.238951696	0.499462943	0.182425488	0.381310419			0.254367934	0.532258065	0.189619733	0.396774194
0.238951696	0.498927039	0.182939363	0.381974249			0.254367934	0.531686359	0.189619733	0.396348013
0.23946557	0.499464094	0.182939363	0.381564845			0.254367934	0.53111588	0.189619733	0.395922747
0.239979445	0.5	0.182939363	0.381156317			0.254881809	0.531618435	0.189619733	0.395498392
0.239979445	0.499465241	0.182939363	0.380748663			0.254881809	0.531049251	0.190133607	0.39614561
0.239979445	0.498931624	0.182939363	0.38034188			0.254881809	0.530481283	0.190647482	0.396791444
0.239979445	0.498399146	0.182939363	0.379935966			0.254881809	0.52991453	0.190647482	0.396367521
0.239979445	0.497867804	0.182939363	0.379530917			0.254881809	0.529348986	0.190647482	0.395944504
0.24049332	0.498402556	0.182939363	0.379126731			0.254881809	0.528784648	0.190647482	0.395522388
0.241007194	0.49893617	0.182939363	0.378723404			0.254881809	0.528221512	0.190647482	0.395101171
0.241521069	0.49946865	0.182939363	0.378320935			0.255395683	0.528723404	0.190647482	0.394680851
0.242034943	0.5	0.182939363	0.377919321			0.255395683	0.52816153	0.190647482	0.394261424
0.242034943	0.499469777	0.183453237	0.378579003			0.255395683	0.527600849	0.190647482	0.393842887
0.242034943	0.498940678	0.183453237	0.378177966			0.255395683	0.527041357	0.190647482	0.393425239
0.242034943	0.498412698	0.183453237	0.377777778			0.255395683	0.526483051	0.190647482	0.393008475
0.242034943	0.497885835	0.183453237	0.377378436			0.255909558	0.526984127	0.191161357	0.393650794
0.242548818	0.498416051	0.183453237	0.376979937			0.255909558	0.526427061	0.191161357	0.393234672
0.243062693	0.498945148	0.183967112	0.377637131			0.255909558	0.525871172	0.191161357	0.39281943
0.243062693	0.498419389	0.184480987	0.37829294			0.255909558	0.525316456	0.191161357	0.392405063
0.243062693	0.497894737	0.184994861	0.378947368			0.255909558	0.524762908	0.191161357	0.39199157
0.243062693	0.497371188	0.184994861	0.378548896			0.256423433	0.525263158	0.191675231	0.392631579
0.243062693	0.496848739	0.185508736	0.379201681			0.256937307	0.525762355	0.192189106	0.393270242
0.243576567	0.497376705	0.185508736	0.378803778			0.256937307	0.525210084	0.192189106	0.392857143
0.244090442	0.497903564	0.185508736	0.378406709			0.256937307	0.524658972	0.192189106	0.392444911
0.244090442	0.497382199	0.185508736	0.378010471			0.256937307	0.524109015	0.192189106	0.392033543
0.244090442	0.496861925	0.185508736	0.377615063			0.256937307	0.523560209	0.192189106	0.391623037
0.244090442	0.496342738	0.185508736	0.377220481			0.256937307	0.523012552	0.192189106	0.391213389
0.244090442	0.495824635	0.185508736	0.376826722			0.257451182	0.523510972	0.192189106	0.390804598
0.244090442	0.495307612	0.18602261	0.377476538			0.257451182	0.522964509	0.192189106	0.39039666
0.244604317	0.495833333	0.18602261	0.377083333			0.257965057	0.52346194	0.192189106	0.389989572
0.245118191	0.49635796	0.18602261	0.376690947			0.258478931	0.523958333	0.192189106	0.389583333
0.245118191	0.495841996	0.18602261	0.376299376			0.258992806	0.524453694	0.192189106	0.38917794
0.245632066	0.496365524	0.186536485	0.37694704			0.258992806	0.523908524	0.192189106	0.388773389
0.24614594	0.496887967	0.186536485	0.376556017			0.25950668	0.524402908	0.19270298	0.3894081
0.246659815	0.497409326	0.18705036	0.377202073			0.25950668	0.523858921	0.19270298	0.389004149
0.246659815	0.49689441	0.18705036	0.376811594			0.25950668	0.523316062	0.19270298	0.388601036
